hkrate	review
-1	1편 너무 재미있어서 그냥 다 구매했는데 땅치고 후회중.... 낚였어...아 내머니ㅜㅡㅜ 아 그리고 이렇게 씬 많은건 처음 에휴 그냥 스킵 5권까지 꾸역꾸역 읽다 중도하차 여주성격 마음에 안듬 은근 고집있음 에효 그렇다고요.
-1	2권까지 읽엇는데 뭔가 남주도 무매력이고 씬도 재미없고 3권 살까말까 고민이에요 ㅜㅜ
1	리뷰가 너무 갈려서 기대 안했는데 진짜 재밌네요ㅋㅋㅋㅋㅋ  술술 읽히고 남주가 여주 앞에서만 순둥하고 다정한 거 존좋 빻은 부분 많긴 해요 10년전에 나온 소설인 줄 알았음  그래도 씬 많아서 매우 좋고 야해서 더 좋음^^  로판의 고전명작 인정합니다
1	재밌어요 뒷내용이더궁금하긴하지만 ㅠㅠ
0	스토리는 재밌는데 씬이 너무 많아서 나중에는 다 스킵하고 스토리만 읽었어요 ㅎ
1	개인적으로 할리퀸 장르(신데렐라 이야기) 좋아해서 재밌게 읽었습니다. 정말 모든 문체에서 할리퀸의 정수를 느낄 수 있어요. 안좋게 말하면 10년 전 인소감성입니다. 할리퀸 장르를 딱히 좋아하지 않는 사람이면 아니 시대가 어느 시댄데 이런...? 이라고 생각되는 그런 표현이 굉장히 많습니다.  주인공들도 마찬가집니다. 전형적인 미남에 유능한데다 지고지순하고 부자에, 늑대와 대형견을 왔다갔다하는 남주예요. 여주도 매력적인데다 지고지순하고 순진한데 야한(ㅋㅋ) 전형적인 여우같은 마누라 입니다. 솔직히 설정만 봐도 고루하죠?ㅋㅋ 그리고 베드씬이 많습니다. 저는 ㅋㅋㅍ 개정판에 만족 못하고 일부러 찾아온 사람이라 만족스런 분량이었는데 스토리 전개가 중요하신 분들은 이것들이 마음의 대화는 안하고 몸의 대화만 하다가 세월 다 보내는구나 싶으실겁니다. 솔직히 씬 좋아하는 저도 다섯번 이상 보니 감흥이 없어질 지경이었어요... 19금 버전 웹툰이 나왔으면 좋겠네요. 글로 담아내기에는 비슷한 느낌의 씬이 반복되는 느낌입니다. 아, 그리고 로판이라고 보기에 좀 애매합니다. 가상시대물이란 단어가 적절해요. '마도구'가 나온다는 것과, 왕실이랑 혈통상 인연이 없는 공작 가문이 왕만큼이나 권세를 떨친다는 설정 자체가 판타지네요. 변경백이었으면 더 잘 어울렸을 듯ㅇㅇ. 여러가지로 소설이 참 고전적입니다. 저는 이게 재밌게 본 이유였으나 어떤 분은 지루할 이유이기도 할 것 같아요. 근데 그만큼 클리셰를 하나도 안빗겨가서 마치 히어로 영화를 보는거 같았습니다. 좀 답답하긴 해도 심한 감정이입으로 마음고생의 걱정이 없습니다. 뭔가 비판만 하는거 같은데 결론적으로 재밌긴 합니다ㅋㅋ 딱 가격값한다고 보면 돼요. 리뷰 참고하세요!
1	인생 최고의 로맨스 소설
1	주말내내 재밌게 봤어요 여주명기설정이 좀 그렇긴한데 그것도 여주복이겠죠 ㅋ 아무래도 다른 미래를 본 상황이라 여주가 상당히 차분하고 어른스러워요 제생각엔 휴는 단순히 루시아가 명기래서 사랑에 빠진게 아니라 그냥 첨부터 신경이 쓰였던거같아요 또다른미래의 결말에도 결국 휴는 루시아를 찾아가니까 그인생에서 잠자리는 없었는데도 ..두 인생모두 휴거 루시아에게 반하게 된 이유는 루시아의 포기하지않는 근성 그리고 뿜어 내는 선한기운때문..그리고 최초선대부터의 운명때문일지도..최초에반제린에게만 결계를 열어준것처럼 ..아쉬운건 뒷권가면서 내용이 좀 늘어지는거 데이브아니카음모해결과정 타란족 설정을 푸는 거 루시아가 가지고있던 종속구가 마도구가 된거 풀어낼때 뭔가  조금 아쉬웠고 로이가 그냥 뷱부에 가서 휘리릭 안나오게되는거랑 데미안 러브스토리도 궁금한데 외전에 전혀 언급없어서 궁금했지만 주말내내 쉬지않고 달렸어요 재밌습니다 재독하려구요
0	절반까진 심쿵하면서 재미있었는데 중간에 한번쯤 서로의맘을 오해하다 이별,재회가 있었으면 더좋았을듯요 너무 시간대가 왔다갔다하고 처음엔 회귀물인지 예지력인건지 불분명하고 중반부 이후부턴 좀 난해합니다 끝부분가면 미래의모습을 예지몽으로 본건데 굳이 휴,데미안의 미래예상모습까지 있을필요가 있었을까요? 더정신없었어요 이해하느라 차라리 2세들의 배우자가 어찌되는지랑 휴의딸이 초대 가주에모친의 환생인건지 그럼 그아이의 배우자가 될아이의 전생에는 이아이랑 연분이였는지를 다뤘으면 더좋았겠어요 전권구입했는데 가격대비 쏘쏘~~중반까지 괜찮음
1	재밌게 보고있네요.조금 올드한 느낌이 있긴하지만 그래도 재밌어요. 오히려 씬이 좀 과한거빼고는 정말 재밌게 보고 있습니다.
1	신 좀 있어요 참고하세요 남 여주인공이 서로 좋아하면서도 어긋나는게 조금 안타깝지만 언제 서로 알까 하는 마음도 생기고 술술 읽혀요
1	남주가 여주한테 빠져서 점점 꿀떨어지고 휴절부절 심해지는게 너무 재밌어요ㅋㅋ좀 아쉬운건 여주가 순둥이면서도 당차고 똑부러지는 성격인데.. 그거에 대한 큰 에피소드가 없다는게 약간 아쉬워요ㅠㅠ 여튼..휴고 체고...
1	ㅎㅎ 미자였던 5년전에는 정말 명작이라고 생각하고 열심히 읽었는데 지금 보니 시대에 맞지않는 문장들이 마음에 걸리네요. 고작 5년인데 이렇게 느껴지다니 신기하네요. 그래도 로판 고전 명작이라는 명칭답게 추억회상도 되고 스토리도 재미있어요.
1	편하고 재밌었어요 감사합니다
-1	10년 전쯤이었다면 재밌게 읽었을지도 모르겠네요. 불편한 표현들에 대해서는 그때 그 시절의 작품인 걸 고려해서 어찌저찌 참고 합리화하며 넘어갔습니다. 여차저차 2권까지 읽었는데 읽을수록 늪에 빠져드는 기분이네요. 여성에 대한 성적대상화는 차치하더라도 다소 실망스러운 인물 설정, 아무런 감흥을 느낄 수 없는 사건 전개와 묘사는 '이게 정말 로판계 고전 명작 타이틀을 가지고 있는 작품이 맞는가' 하는 의문을 품게 하네요. 기대가 너무 컸던 걸까요? 저랑은 안 맞는 작품이라 이쯤에서 하차합니다.
-1	엄청난 구시대적 표현들에 가끔 뜨악하긴 하는데 글 자체 전개는 빠른 것 같아요  + 막을 찢고 들어왔다 / 명기 / 맛이 좋다 와 같은 표현 외에 남성이 없음 살 수 없는 음란한 몸(제일 별로였음) 이란 표현이 나옵니다.. 거부감 있으신 분들은 참고하세요 저는 2권을 마지막으로 하차합니다..
1	명작은 명작인 이유가 있지요 로판계의 고전명작 같은 느낌 취향 갈리지 않고 무난하게 누구나 즐겁게 읽으실것 같아요 입문용으로 딱이예요 강추합니다!
1	리뷰를 후에 쓰네요. 재미나게 읽었던 걸로 기억해요.
1	재탕에 재탕.. 심심할때 어느 권이든 집어들면 완결까지 달리고 있고 시간은 후~딱 지나갑니다. 뻔한 클리셰를 맛깔스럽게 풀어낸 맛이 있어요. 생각나서 들르면 항상 맛나게 먹을 수 있는 오래된 단골맛집이랄까요. 8권이 부담스럽지 않아요. 씬보고싶으면 씬보고.. 루시아랑 휴고 꽁냥거리는 거 보고 싶으면 그 위주로 보고.. 특히 초반의 밀당과...임신 전까지의 꽁냥을 좋아합니다.
1	두번째 정독중인데 읽을수록 기가 막힌 명작이란 생각을 하게 되네요 후~~
1	8권이라서 망설였는데 넘 재밌게 읽었습니다~~남주가 여주를 이뻐라 하는게 보여서 좋고 여주도 분란거리 될만한것들은 사전에 남주에게 얘기하니 맘에 쏙  들어요
1	알콩달콩 재밌어요^^
1	너무 긴데 금방읽어버리는 ~~~잼나요
1	중간중간 살짝 지루하지만 재밌어용
1	솔직히 본편도 진짜진짜 재미있는데 이건 본편까지 쭉 읽고 외전을 읽어야 진가가 드러나는 책이라고 생각합니다. 바덴가문 이야기 보면서 진짜 ... 울었어요ㅠㅠㅠㅠ 제일마지막 외전이요.. 하 진짜.. 따흐흑
-1	유치해요..그냥 킬링타임용으로 읽었습니다
1	유명해서 보는데 리뷰가 호불호가 갈리네요 막 완결까지 달렸고 잼있게 읽었습니다 전 8권 외전들이 훨잼있었고 특히 바덴가문 이야기는 여운이 너무 남아요ㅜㅜ 데미안꺼 보믄 괜히 제가 다 뿌듯하고ㅜㅜ
-1	4권 중간까지 보는데 재미가..없네요. 딱 1권까지 재밌고 그 이후엔 심지어 밤일이 나오는데도 지루해서 넘기게 됩니다(역시 부부 사이 밤일은 하품 나오죠. 소설이나 현실이나) 로맨스인데 하나도 안궁금한 로맨스 소설이네요 하...내가 왜 이걸 전권을 질렀을까 ㅠㅠㅠ 돈아까워 죽겠네. 암튼 좋은 경험(야하단 소문듣고 함부로 지르지말자) 했습니다.
-1	남주 내뱉는 한마디한마디가 최악... 순종적인 여주도 맘에 안들구요...ㅋㅋ 참고참고 보는데도 6권에서 도저히 못읽겠어서 하차합니다
1	어떻게 되든 맺어질 운명이었던 거네요. 노년기의 외전 더 보고 싶다...노년기 여주남주 관계 뭔가 섹시하네요 근데 묘사를 보니까 딱히 노년기는 아닌 것 같고 중년기같기도 하고 암튼 꿈 속의 중노년기의 휴가 루시아를 어떻게 꼬셔서 결혼했을지 궁금하네요
-1	이게 왜 인기인지 도저히 이해가 안 간다 근 읽은 작품 중 단연코 최악 돼지발정제 먹은 남주와 말잘듣는 애완동물 여주의 수간물
1	개정판으로 전권 지르고 원본(성인판)으로도 전권을 질렀지만 돈이 아깝지 않았습니다!! 재미있는건 말할 필요도 없도 탄탄한 스토리, 등장인물들의 감정변화, 계속 생각나는 중독성 등등 너무 완벽한 작품이라고 생각합니다!! 저는 개인적으로 개정판이 더 좋았으나 두 사람의 좀 더 진한(?)모습이 보고싶다면 원작(성인판)도 추천합니다!! 약간 인생소설이랄까.. 로판을 그닷 좋아하지 않던 저에게 로판빠순이가 되게 한 소설이랍니다!!
-1	막을 찢는다.. 남편말은 하늘처럼.. 정숙함을 잃지말고.. 이런 대사 나올때마다 한숨이 푹푹 나오네요  ------ 다른 작품 댓글에 루시아 어쩌고저쩌고 얘기가 너무 많길래 새삼 다시 궁금해져서 2권 후반부쯤 훑어보다가 다시 충격먹고 가요.. “갈수록 말대답이 늘어. 남편 말은 하늘처럼 믿어야 착한 아내지.” 그부분 남주 대사입니다... 으아아악
1	재밌어요. 두 번 재탕함. 나중에 또 재탕할 것 같아요. 비슷한 소설 또 보고싶네요.
1	예전 연재당시에 재밌게 봤었는데 또 보고싶어서 세트로 샀어요. 오랜만에 봐도 좋네요
-1	세트로 산거 후회될 정도에요 저 진짜 어지간하면 다 4점 이상 주는데ㅎ.. 왜 댓글 먼저 안봤나 진짜 후회됩니다. 아무리 뒷배없어도 신분제에선 공주가 더 높은데 반말 찍찍 해대는건 둘째치고 여주가 검소하니 하는 생각은 돈은 안 들겠군 (??????)여기 읽고 이게 뭐지 싶었습니다 한 나라의 공작포지션이 참..ㅋㅋㅋㅋㅋㅋㅋㅋ 또 첫 관계에서 막을 찢고 들어왔다,그 이후에 명기 웅앵..???? 여기까지 읽고 하차합니다
1	글의 정체성이없는데 재밌어요 글을 잘쓰셔서ㅋㅋㅋ내용이 너무 길어지고 등장인물들도 많아지니까 외전이 각기 다른 인물들 내용인데 전 외전이 제일 별로였어요
1	너무 재밌어요 ...
1	몇몇 댓글과 아주 옛날 책이라 망설였는데 제 취향에는 맞네요. 슈공녀랑 비슷하기도 하고^^ 근데 케이트랑 백작부인 사이의 관계가 이상하네요. 한쪽은 조카고 한쪽은 증조모고?
1	다른 책 읽어봐도 루시아만한건 없는거 같아요! 존잼
-1	여주가 보석, 드레스를 안 좋아해서 근검절약함 그걸 보고 공작 직위나 되는 남주가 '돈은 많이 안 들겠군' 이렇게 생각함 가성비남 오짐ㅋㅋ 여주 캐릭터는 그냥 '개념녀' 한 단어면 설명 가능.  그리고 줄거리 설명에 '그녀가 미래를 바꾸기 위해 움직인다'는 1권 한정입니다. 2권부터 남주랑 섹스하면서 사랑에 빠지는 시점부터 여주는 남주에 의해 좌지우지되고 사랑만 갈구하는 매우 수동적인 캐릭터로 전락함. = 여주 매력이 하나도 없음  그렇다고 남주가 매력있는 것도 아님. 공작씩이나 되는데 가성비 따지는 묘사부터 개에바고, 말투가 무슨 4050 조선시대 아저씨임; 서양물인데 남주 때문에 읽으면 읽을 수록 K 냄새가 나서 하차함  전형적인 남성향 판타지 소설임 평점 4.5인게 믿기지가 않네.........
1	씬이 많지만 고구마 없어서 넘좋았어요 남주도 매력있고 여주가 할말 다하는 당찬성격이라 매력있어서 좋았어요
-1	1권 너무재밌었으나 2권부터 8권까지는 일곱권일필요가 없어요 내용전개로만보면 한권으로도 충분할듯. 씬자체가 로맨틱하거나 섹슈얼하다는 느낌은안들고 그냥 그 행위를 물리적으로만 묘사해놓은것같아서 매력이없고, 그나마의 묘사도 매번 똑같은데 정말 조금의변화도없이 반복적이라 넘 질립니다. 씬나오면 그냥 페이지 넘겨버릴정도에요. 정말 너무나 지루하다가 8권부터는 도저히 읽히지가 않아서 돈아깝지만 포기합니다. 갑자기 아들의 남장여자 동기는 앞의7권에서는 일언 언급도없다가 질질끌려고 그런건지 왜 갑자기 8권에 등장하는건지. 비추에요
-1	1권에 반해 전권을 구입했는데 2권은 별 하나도 아깝네요. 계속 잠자리 이야기만 나와 지루하고 대화는 없고 설명만 잔뜩이고 괜히 전권 구매해서 짜증나네요. 카카페처럼 안본거 환불된다면 그냥 환불하고플 정도로 섹스 이야기만 나오니..적당히 해야지 주인공들이 성도착증 환자도 아니고 실망만 가득이네요. 진ㅉㅏ 내용이 없어요.
1	어떻게 이렇게 재밌죠...? ㅠㅠㅠ 남주 너무 좋다 ㅠㅠㅠ 근데 감정선이 잘 이해가 안되요 그냥 여주랑 자는게 좋아서 그래서 여주가 좋아졌다 이런거 같??ㅋㅋㅋㅋㅋ 계기는 그것뿐인가 ㅋㅋ 그거외에는 스토리도 재밌고 다 좋아요 강추~~
1	재밌어요ㅎㅎ 술술 읽히네요^^
1	고구마가 없어서 좋았어요 넘나 재밌게 봤어요..
1	늘 이소설 지나쳣는데..일러스트 3편 보고~ 1권부터 계속 읽게 되네..몇년전에 나온 책 인데..완전 작가님 글 스토리 죽이네요~남주 외형묘사는 뱀파이어인데~~사람목숨은 무슨 쓰레기처리 수준이고 현실같으면 연쇄살인범인데..그래도 재밋다 하니 가상이니 그러치 완전 살인자..굳이 5권만 줄거리 하시지...씬이 주 이뤄서 8권까지 간듯요
1	난 재밌었다 이것 도 꽤 재탕한듯 근데 이제 이런비슷한 류의 소설은 안찾아볼것같음
1	(스포주의) 평들이 갈려서 2권만 구매해서 보려고 햇는데  나머지 책들 다 질러서 5시간 동안 정독했어요. 씬은 진짜 많기도 하고 반복되는 느낌이라 3권 넘어갈 때부터 다 재끼고 읽긴 했는데 그래도 매우 만족합니당!  씬 보려고 구매하실거면 비추. 회기물이긴 한데 쫌 신박해요 스토리도 재밌습니다.  여주랑 남주 찐리얼러브라서 흐뭇하게 읽었어요  고구마 스토리 1도 없고 걍 힐링(?)물인것 같습니다.  구매하셔도 후회하지는 않을것 같아요  남주가 능력 오지는 톨앤 핸썸 리치 정력왕 쎈캐인데 여주한테만 간쓸개 다 빼줍니다. 거의 뭐 발닦개 수준으로... 아 그리고 작가님 데미안 여자친구 어째되는건지 알려주시져 ㅠㅜ 떡밥 던지시길래 뭐 나오나 싶었는데 그냥 끝나버리네.. 로이(?) 호위무사 러브스토리도 외전으로 풀어주셨으면 좋겠어요
1	1권 무료인 이유가 있네요 시간 순삭의 마법을 경험하게 되었습니다  고구마 없는 힐링물인데 씬이 과도하게 많아서 넘기게 된다는 거;
0	"추천 받아서 읽었습니다. 처음엔 무난하고 재밌게 술술 읽힘. 오히려 기대 이상으로 달달 흥미진진했음. 그런데 갈수록 반복되는 표현, 특히 떡씬에서 비슷한 묘사를 또 사용하는게 거슬렸어요. 그리고 내용적인 부분에서 여주인공이 당차게 운명을 바꾸는게 중요한 스토리 라인인줄 알았는데 사랑꾼 남편이 물고빨고 하는게 전부. 2014년에 만들어진 작품인걸 감안해도 여주는 몇년동안 몸 섞어온 남편한테 ""(우리가 사랑을 나누는 행위가) 창피하다, 부끄럽다.""라고 말하는 캐릭터임...... 그밖에 외전은 무척 좋았습니다."
1	클래식은 왜 클래식인지 확실하게 알려준 소설. 클리셰투성이인데 이상하게 지루하지 않네요. 씬은 저도 너무 많아서 뒤로 갈수록 스킵하면서 봤어요
1	연속으로 두번을 읽었네요.  정말 재미있게 봤어요.  생각보다 오래전에 나온 소설이라 충격이였지만~  잘 봤습니다.
0	저는 중간에 포기 ㅠㅠ 씬이 너무 많아서..전체적인 스토리는 좋은거같은데 둘의 감정이야기보다 씬이 좀 많아서.. 둘이 뭔가 이야기 좀 하겠구나!!싶으면 씬으로 넘어가버리니ㅠㅠ4권째 꾸역꾸역 보다가 접었습니다..5권까지 일단 사놨었는데 넘 아까워요ㅠ
1	사교계이야기 재밌어요ㅋㅋㅋ 남주의 여주 물빨물이고 달달하네요
1	사실 씬이 과하다 싶기도 했는데요, 전반적으로 저는 내용이 되게 따뜻하다고 생각했어요. 그리고 외전까지 다 읽고 나니까 감동이 남아있네요. 진짜 시간가는 줄 모르고 읽었던 것 같아요. 재탕하러 갑니다~
-1	다른 소설들 리뷰에서 루시아 루시아 언급 많이 되길래 기대되서 셋트로 지른 나의 실수;;;  회귀물의 교본처럼 언급되던데 다른 회귀물들은 대체 어떻길래 이게 교본처럼 추종되는지....교본도 교본 나름일듯 구입액 반액이라도 좋으니 환불 시스템 좀 있었으면
1	너무재밋고 마지막 외전까지 완벽해요.. 눈물 흘리면서 봤어요 ㅠㅠ 흑
-1	술술 읽히는 거 맞고 볼 때 재미있기도 했는데 유치한 부분들이 왕왕 있었던 것 같아요 필력 문제라기보다 남주의 사랑꾼스러운 면모를 드러낼 때 방법들이 너무 단순해서 유치해지는 느낌이라고 해야 하나... 전반적으로 그랬네요 그리고 결정적으로 남주가 무슨 문제 생길 때마다 떡으로 넘기려고 하고 여주 자체보다 여주랑 떡 돌리는 데 더 관심 많아서 여주 거기를 사랑하는 것 같았어요 ,, ㅋㅋ 인소 보며 자란 세대라 나쁘지 않은 갬성이었지만 남주의 여성 비하적인 발언과 세계관을 보고 있노라면 뜨악스럽긴 했습니다 난 불평등한 거 상관없다! 여주랑 남주랑 떡떡 했으면 좋겠다! 약간 유치한 것도 귀엽게 봐줄 수 있다! 그냥 가볍게 읽을 사랑 얘기가 필요하다! 하면 추천합니당
1	술술 읽히네요. . .넘 재미있어요. . .
1	고구마없는 스토리가 최고네요^^ 데미안~~러브스토리플리즈~~외전또는 다른 스토리로 부탁드려요^^
0	재밌어요... 재밌는데요 남자가 변하는 모습이 단순히 여주로 인해서 변한다기보다 캐붕에 가까워서 좀 아쉬웠고 이정도 호흡의 스토리였나 싶기도 해요... 과거가 밝혀지고 청산(?)하는데 이렇게 오래 걸릴 일이었나 ..... 한 4~5권정도로 끝났으면 좋았을거 같은데 8권은 너무 길었네요 ㅠㅠㅋㅋ루시아가 사교계에서 날리는 장면들이 좀 질질 끌었다고나 할까...
1	너무 재밌어요~ 재탕해서 읽었어요
1	데미안의 그녀는요!!!  데미안편도 써주셔야죠ㅠㅠ
1	리디 들어올때마다 현시각 가장 많이 읽고 있는 랭킹에 거의 항상 떠있는 작품. 호불호야 어느 작품에나 있는거고 몇년 동안 상위권에 있는 이유가 있죠. 전 남녀 주인공 로맨스 위주인 작품을 좋아해서 가끔씩 재탕해도 재밌어요.
1	다른 19금보다 표현력이며 좋았으 지루하지않게 들었습니다.
0	이렇게 작위적일수가 없는 ㅎㅎㅎ 아무리 인생2회차라지만 어떻게 이렇게 모든게 여주 좋을대로 흘러가는지... 근데 뭐 그냥 생각안하고 킬링타임으로 읽기는 나쁘지 않아요. 왜 인기 있는지는 알겠다는 느낌이었어요
1	작가님 최근 연재작 읽고 유입됨. 로판 추천 자주 언급 되고 대표작 중 하나라 궁금해서 전권결제함. 예전 작품인거 감안하고 살짝 거슬리는건 판타지다 하고 넘기면 무리없이 재밌게 볼수있음. 웹툰쪽은 작가가 땡땡페이지 대항마라며 살색페이지 향연 어쩌고 그래서 엄청 웃음.
-1	술술 읽혀지지만 내용은 그닥
-1	타작품들 다 너무 재밌게 봐서 믿고 샀는데 여주를 높이기위해 다른 여캐들을 매도하는 묘사나 여성의 순결과 성적 매력에 대한 분열적 이중구속 사고, ㅊㅏㅇ녀, 며ㅇㄱㅣ같은 단어들이 씬에 쓰이는게 영 보기 힘드네요ㅜㅜ 밑에 보니 5년전 연재작이라해서 감안하고 참으며 2권 지나고있어요 다 보고나면 부디 별점을 수정할 마음이 들었으면 좋겠어요
0	1권은 재미있게 읽었지만 3권에서 하차합니다. 뒤로 갈수록 여자 주인공이 평범해져요. 운명을 바꿔보려고 노력하는 당찬 모습이 좋았는데 뒤로 갈수록 사건사고 없이 그냥 평범해지네요. 씬은 그냥 다 비슷비슷 하고 좀 많아요.
1	장편이라 지루하지 않을까 반신반의하다 전권 구매하고 읽었는데 후회1도없이 정말 재미있게 보았습니다~(로맨스소설만 1000권넘게읽은1인)
1	정말 작가님 이야기꾼이세요~ 다만 씬이 넘 많아서 씬을 휙휙 넘겼어요 ㅎ
1	분량이 많아서 망설였는데 술술 읽히고 재밌었어요!! 그냥 시간 많을때 재미로 읽기 좋음!!
-1	2014년 연재작인것을 반드시 감안하셔야 해요 남주가 가부장적 꼰대랍니다! 딱 예전 로판 남주예요... 씬이 많아서 아! 야한거 읽고싶다! 할때 읽기 좋은 편
0	위대한 소원을 읽고 다른 소설도 읽어보고 싶어서 전권 다 읽어봤어요. 위대한 소설에서는 그래도 떡밥이 어느정도 회수가 되고 꿈으로 보는 미래의 시작이 타 소설보다 재밌어서 어떤 전개를 하실까 하며 봤습니다. 그래서 이 소설도 기대하며 봤구요. 솔직히 위소보다 정사씬이 너무나도 많아서 그런 장면은 2권을 넘어가면서 대폭 줄이고 다른 이야기를 풀어나가기를 바랬습니다. 거의 넘기게 되더라구요. 또 한가지 아쉬운점은 위소와 루시아의 내용이 비슷한 것.. 전개방식은 다르지만 소설을 재밌게만드는 요소들이 겹쳐서 보는 내내 위소와 비교하게 되더라구요. 다음에는 완전히 색다른 요소와 줄어든 정사신을 기대하겠습니다. 괜찮은 필력으로 주내용의 질과 양이 늘어나길 바랄게요. 결과적으로 잔잔한 힐링물이며 휴를 제외한 나머지 등장인물들에게 사랑스러움이 묻어나는 작춤이었습니다. 매력이 넘쳐나서 눈길을 끌기보다 사랑에 대해 알아가는 데미안과 주변 인물들에게 애정이 가네요. 개인적으로 데미안에 대한 소설이 따로 나왔으면 좋겠어요.
0	으음...... 2권까지 읽고 하차합니다. 물론 타란공작 입장에서 부분들이라 그렇겠지만 씬에서 '~맛' 거리는 게 좀 불편했습니다. 여주가 참 귀여운데 남주는 매력이 안느껴집니다. 그냥 되게 가부장적이고 쌉꼰대라는 건 알겠습니다. 로판들이 대게 그렇긴 합니다만 좀 그랬습니다. 초반이라 그런 걸까요? 제 취향은 아닌가 봅니다...
1	최고 최고!!! 너무너무 잼있어요^^
0	4권  읽고 하차해요. 2.5입니다. 남주가 여주 좋아하는 건 알겠는데 행동이며 말이며 너무 가부장스러워서 거부감 들어요. 억지스러운 계몽 요소도 별로지만, 의식 안해도 의식하게 만드는 고압적인 남주 태도도 싫네요. 떡 씬도 많아서 넘기면서 봤구요ㅜㅜ 왜 유명한지는 알겠어요 무난한 스토리, 전형적인 캐릭터, 적절한 클리셰 종합세트 같아요 대중적입니다. 근데 이제 로판계에는 더 매력 있는 소설들이 많은 것 같아서 더 읽을 필요성을 못 느끼겠어요.
1	몇 번이고 재탕하게 되네요. 잔잔하면서도 읽는 맛이 나는 이야기입니다. 저도 데미안 이야기 더 보고 싶어요...!
1	현실의 알콩달콩한 삶이 없었으면 꿈속의(루시아가 그렇게 칭하니까 일단 꿈) 삶 읽을때마다 지쳐서 포기했을거에여...ㅠㅠㅠ그치만 또 그쪽 생에서도 나름 휴랑 연결되었으니까 나쁘지는 않은것도 같아여...(티슈를뽑으며  앗..근데 데미안의 러버는..요..? 2019년에 늦입덕했찌만 작가님 외전 존버합니다...ㅠㅠ
1	재밌어요!! 외전 더 주세요ㅠㅠ  다른미래랑 달달한 외전들 더 보고싶은데 아쉬워요ㅠㅠ
1	아 8권.... ㅠㅠ 데미안 죽는 부분 전까지는 5점이았는데 ㅜㅜ 우리 데미안 살려주세요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
1	재탕할 소설이고 4.5점 정도에요.  씬 묘사도 잘 되어 있고... 8권정도 되면 씬이 거의 비슷하긴해도...  다만 외전 스토리들은 아쉬움이 있어요.  큰 갈등상황 없이 진행되는 것 같아요.
1	8권 후루룩 읽었네요... 좋았습니다
1	아놔!!  이작품 녹색집에서 개정판으로 소장중인데... 여기에 완전판(이라 쓰고 19금이라 읽는 ㅋㅋ) 이 있을줄이야 ㅡㅜ 당근 여기서도 소장합니다! 개정판에서 2% 부족했던게 채워지는 느낌! 잘보겠습니다!!
1	넘 재밌어요 ㅠㅠㅠㅠㅠ
-1	할인없이 그냥 다 사버렸는데..뒤로갈수록 집중도 안되고..8권은 뭔가 더 헷깔려서 이해도가 좀 떨어지네요..
1	야한장면도 환영이지만 필력이 좋으셔서 그런지 쑥쑥읽히고 생각보다 고구마가 많이 없어서 좋네요~~ 정사 장면때문에 별점테러하시는분들은 ㅋㅋㅇ에 개정편 보시죵
1	이게왜 갑자기뜨는지 알겟다 요새 리디북스 너무 읽을 책 없음 ㅠㅠ
1	1권 : 루시아 결혼  2권 : 케이트 밀튼  3권 : 데미안 4권 : 필립 5권 : 수도 사교계 6권 : 악역처단 7권 : 임신 8권 : 데미안 외전 외전 6장 읽고 3권과 8권 다시 읽으시면 작가님이 데미안 스토리만 소설로 또 내시길 기다리게 되실거에요
1	왜 꾸준히 사랑받는지 알겠음. 취향 아닌데도 계속 읽게되는 마력ㅋㅋㅋ
1	떡신에 오메 침꿀꺽하면서 시작했는데 8권중 3권분량이 떡신이라 건너뛰고 읽음. 그치만 내 취향.케케케 .돈은 안아까웠다.
0	남주가 여주를 깊게 사랑하는점. 그건 좋긴한데 . . 떡신이 너무 무궁무진하게 나와서 스토리 방해되구 악역이 너무 어이없게 죽어서 ㅠ 뭔가 조금더 갈등을 빛거나 오해가 풀리는 뭉클한스토리연계로 이어졌으면 했습니다.아쉬웠지만,재밋었습니다.
0	내용의 절반이 씬인 느낌이예요. 너무 반복되는 느낌이라 나중에는 건너뛰고 읽을정도요. 남주가 하드캐리하지만 너무 길어지는 이야기와 반복되는 씬이 아쉬워요 ㅠㅠ
1	작가필력이 괜찮고 이렇다할 큰 장점은 없지만 이렇다할 큰 단점도 없어서 그냥저냥 킬탐용으로 볼만함. 하지만 위대한소원&gt;&gt;&gt;&gt;&gt;루시아 뭔가 이렇다할 큰 갈등은 없고 거의 처음부터 끝까지 잔잔함. 다만 특히 7,8권 거의 외전 수준으로다 잔잔해서 결제를 안해도 무방할 정도. 씬이 약간 질보다 양느낌은 ㅇㅈ. 남성향 정도는 아님 이거보다 더 심한 소설들 많아서 내기준 불편하진 않았음
1	너무재밌어요.. 아껴읽었는데도 너무 빨리 읽어버렸네요 ㅠㅠ 달달해서 행복한 소설이였어요 작가님 감사해요 마지막 외전까지 진짜... 떡밥회수 장난없네요 ㅠㅠㅠㅠ
1	힐링물 입니다.1-8권까지 3일?2일 잠도 안자고 야금야금 보게될줄 몰랐네요.왜인지 마지막 마법사 이야기에 울었습니다.
